,Gene,log2FoldChange,pvalue,padj
7339,PIK3R5,0.1229,0.7541,0.9994
7340,NTN1,0.5,0.1579,0.9994
7341,STX8,-0.09287,0.6454,0.9994
7342,WDR16,0.3818,0.3299,0.9994
7343,USP43,-0.1436,0.692,0.9994
7344,RCVRN,-0.5345,0.1498,0.9994
7345,GAS7,-0.4089,0.2064,0.9994
7346,SCO1,0.1101,0.5206,0.9994
7347,TMEM220,-0.0583,0.8329,0.9994
7348,PIRT,-0.04791,0.9026,0.9994
7349,SHISA6,-0.007719,0.9842,0.9994
7350,DNAH9,0.163,0.6774,0.9994
7351,ZNF18,0.1364,0.4322,0.9994
7352,MAP2K4,0.1058,0.5915,0.9994
7353,ARHGAP44,0.0865,0.7614,0.9994
7354,ELAC2,-0.04043,0.8252,0.9994
7355,COX10,-0.1448,0.6092,0.9994
7356,HS3ST3B1,-0.4056,0.1815,0.9994
7357,MGC12916,-0.2594,0.5079,0.9994
7358,TEKT3,-0.2545,0.489,0.9994
7359,FAM18B2,-0.2373,0.4389,0.9994
7360,CDRT1,0.2109,0.5741,0.9994
7361,TRIM16,-0.1084,0.449,0.9994
7362,ZNF286A,0.2023,0.3021,0.9994
7363,TBC1D26,-0.3836,0.3187,0.9994
7364,MEIS3P1,-0.07011,0.6301,0.9994
7365,ADORA2B,-0.336,0.3681,0.9994
7366,ZSWIM7,-0.1236,0.2937,0.9994
7367,TTC19,0.1058,0.4877,0.9994
7368,NCOR1,-0.01232,0.928,0.9994
7369,CENPV,0.0243,0.9199,0.9994
7370,UBB,-0.1156,0.7093,0.9994
7371,TRPV2,0.1027,0.7899,0.9994
7372,C17orf76-AS1,-0.3808,0.1937,0.9994
7373,SNORD49A,0.1096,0.7761,0.9994
7374,SNORD65,-0.08344,0.828,0.9994
7375,FAM211A,-0.1501,0.6497,0.9994
7376,ZNF287,0.1021,0.7851,0.9994
7377,ZNF624,0.2018,0.3087,0.9994
7378,USP32P1,0.08498,0.7603,0.9994
7379,MPRIP,0.09699,0.5543,0.9994
7380,PLD6,0.04225,0.9112,0.9994
7381,FLCN,-0.1439,0.3465,0.9994
7382,COPS3,0.03611,0.8806,0.9994
7383,NT5M,0.1883,0.3146,0.9994
7384,RASD1,0.1623,0.5697,0.9994
7385,RAI1,0.03552,0.8607,0.9994
7386,SMCR5,0.1291,0.741,0.9994
7387,LRRC48,0.2471,0.3783,0.9994
7388,ATPAF2,0.03412,0.8338,0.9994
7389,C17orf39,-0.07872,0.7705,0.9994
7390,DRG2,-0.05893,0.8105,0.9994
7391,MYO15A,0.1914,0.6151,0.9994
7392,LLGL1,0.1492,0.5436,0.9994
7393,FLII,-0.1098,0.607,0.9994
7394,TOP3A,0.145,0.2243,0.9994
7395,SMCR8,0.04715,0.7554,0.9994
7396,SHMT1,-0.105,0.7763,0.9994
7397,ZNF286B,0.07985,0.8228,0.9994
7398,FOXO3B,0.1917,0.4743,0.9994
7399,TRIM16L,-0.05832,0.8314,0.9994
7400,PRPSAP2,0.1627,0.368,0.9994
7401,SLC5A10,-0.3091,0.4157,0.9994
7402,FAM83G,-0.004539,0.9899,0.9994
7403,EPN2,0.1777,0.3087,0.9994
7404,B9D1,-0.03428,0.9186,0.9994
7405,MAPK7,0.01284,0.9385,0.9994
7406,RNF112,0.3616,0.2952,0.9994
7407,ALDH3A2,0.1036,0.7284,0.9994
7408,SLC47A2,0.1425,0.7072,0.9994
7409,ALDH3A1,-0.2241,0.5556,0.9994
7410,ULK2,0.1014,0.454,0.9994
7411,AKAP10,-0.02493,0.871,0.9994
7412,SPECC1,0.1916,0.4107,0.9994
7413,CCDC144C,0.1597,0.6798,0.9994
7414,CCDC144NL,-0.07716,0.843,0.9994
7415,DHRS7B,0.05713,0.8697,0.9994
7416,TMEM11,0.011,0.9605,0.9994
7417,C17orf103,0.1457,0.429,0.9994
7418,MAP2K3,-0.2157,0.3193,0.9994
7419,KCNJ12,-0.3586,0.3525,0.9994
7420,C17orf51,0.1464,0.6941,0.9994
7421,WSB1,-0.2136,0.5568,0.9994
7422,KSR1,0.05056,0.8363,0.9994
7423,LGALS9,-0.136,0.7213,0.9994
7424,NOS2,0.3575,0.3568,0.9994
7425,C17orf108,0.01907,0.936,0.9994
7426,NLK,0.2128,0.3975,0.9994
7427,PYY2,-0.03989,0.9189,0.9994
7428,KRT18P55,0.3743,0.333,0.9994
7429,TMEM97,-0.3451,0.2361,0.9994
7430,IFT20,0.04153,0.8911,0.9994
7431,TNFAIP1,0.2624,0.1549,0.9994
7432,POLDIP2,0.08802,0.6458,0.9994
7433,TMEM199,0.1493,0.5258,0.9994
7434,VTN,-0.2727,0.3514,0.9994
7435,SARM1,0.0744,0.6779,0.9994
7436,SLC46A1,0.07728,0.6731,0.9994
7437,UNC119,-0.01857,0.9266,0.9994
7438,PIGS,-0.09193,0.462,0.9994
7439,ALDOC,0.1012,0.7195,0.9994
7440,SPAG5-AS1,0.1989,0.6013,0.9994
7441,KIAA0100,-0.08874,0.5689,0.9994
7442,SDF2,0.1075,0.4836,0.9994
7443,SUPT6H,-0.1947,0.1968,0.9994
7444,PROCA1,0.07722,0.781,0.9994
7445,SNORD42B,-0.1584,0.6328,0.9994
7446,SNORD4A,-0.1478,0.7063,0.9994
7447,SNORD42A,-0.4047,0.2802,0.9994
7448,SNORD4B,-0.2841,0.4554,0.9994
7449,TLCD1,-0.3654,0.289,0.9994
7450,NEK8,-0.349,0.2055,0.9994
7451,TRAF4,0.1057,0.698,0.9994
7452,C17orf63,0.1191,0.3791,0.9994
7453,ERAL1,0.0399,0.6377,0.9994
7454,FLOT2,-0.05261,0.734,0.9994
7455,DHRS13,0.1806,0.285,0.9994
7456,PHF12,0.06661,0.6411,0.9994
7457,PIPOX,0.1807,0.6041,0.9994
7458,MYO18A,0.2544,0.2503,0.9994
7459,TIAF1,0.1892,0.6295,0.9994
7460,CRYBA1,0.4022,0.2513,0.9994
7461,NUFIP2,-0.0602,0.8345,0.9994
7462,MIR4523,0.2386,0.535,0.9994
7463,TAOK1,0.04078,0.7972,0.9994
7464,ABHD15,-0.2934,0.4384,0.9994
7465,GIT1,0.0729,0.7789,0.9994
7466,ANKRD13B,-0.02891,0.9276,0.9994
7467,CORO6,-0.07226,0.8491,0.9994
7468,SSH2,0.1907,0.2694,0.9994
7469,EFCAB5,0.3371,0.1436,0.9994
7470,NSRP1,0.05113,0.8701,0.9994
7471,SLC6A4,-0.3881,0.3202,0.9994
7472,BLMH,-0.3076,0.1402,0.9994
7473,CPD,-0.1725,0.2125,0.9994
7474,GOSR1,0.04685,0.7101,0.9994
7475,LRRC37BP1,-0.1718,0.3938,0.9994
7476,SH3GL1P2,-0.1732,0.6506,0.9994
7477,SUZ12P,-0.08371,0.6265,0.9994
7478,CRLF3,-0.05778,0.812,0.9994
7479,ATAD5,-0.3502,0.2404,0.9994
7480,TEFM,0.2008,0.4353,0.9994
7481,ADAP2,-0.01644,0.9555,0.9994
7482,NF1,-0.00483,0.9825,0.9994
7483,RAB11FIP4,0.4117,0.1339,0.9994
7484,C17orf79,-0.05086,0.7969,0.9994
7485,UTP6,0.03959,0.8049,0.9994
7486,SUZ12,-0.1707,0.2486,0.9994
7487,SH3GL1P1,-0.1966,0.6161,0.9994
7488,RHOT1,0.01182,0.9617,0.9994
7489,ARGFXP2,-0.545,0.148,0.9994
7490,RHBDL3,0.3991,0.2296,0.9994
7491,C17orf75,0.1214,0.5103,0.9994
7492,ZNF207,-0.09068,0.5387,0.9994
7493,PSMD11,-0.02812,0.7948,0.9994
7494,TMEM98,-0.2896,0.3865,0.9994
7495,ACCN1,0.0374,0.9136,0.9994
7496,TMEM132E,0.2383,0.5393,0.9994
7497,CCT6B,-0.03845,0.8999,0.9994
7498,ZNF830,0.2162,0.1464,0.9994
7499,LIG3,-0.06373,0.7869,0.9994
7500,RFFL,-0.06316,0.7995,0.9994
7501,RAD51D,0.07601,0.7815,0.9994
7502,FNDC8,0.2185,0.3423,0.9994
7503,NLE1,0.104,0.4893,0.9994
7504,SLFN13,-0.5222,0.1795,0.9994
7505,PEX12,0.1756,0.4246,0.9994
7506,AP2B1,0.0377,0.881,0.9994
7507,RASL10B,0.2883,0.2659,0.9994
7508,C17orf50,-0.1231,0.7521,0.9994
7509,MMP28,0.1317,0.7198,0.9994
7510,TAF15,0.01868,0.9241,0.9994
7511,RDM1,-0.17,0.5769,0.9994
7512,ZNHIT3,0.02834,0.8996,0.9994
7513,MYO19,-0.2839,0.2996,0.9994
7514,PIGW,0.1992,0.5164,0.9994
7515,GGNBP2,-0.03164,0.8627,0.9994
7516,DHRS11,0.2274,0.3714,0.9994
7517,LHX1,0.3636,0.2989,0.9994
7518,AATF,0.02662,0.8681,0.9994
7519,TADA2A,0.04775,0.8835,0.9994
7520,DUSP14,0.04514,0.877,0.9994
7521,SYNRG,0.1108,0.4265,0.9994
7522,DDX52,0.1156,0.7151,0.9994
7523,HNF1B,0.0909,0.8164,0.9994
7524,LOC284100,0.3321,0.3551,0.9994
7525,LOC440434,-0.1103,0.7678,0.9994
7526,MRPL45,-0.1553,0.3794,0.9994
7527,SOCS7,0.135,0.6475,0.9994
7528,ARHGAP23,0.242,0.3577,0.9994
7529,SRCIN1,0.2405,0.4328,0.9994
7530,C17orf96,-0.1283,0.7064,0.9994
7531,MLLT6,0.0579,0.7825,0.9994
7532,CISD3,-0.3916,0.2852,0.9994
7533,PCGF2,-0.1888,0.4703,0.9994
7534,PSMB3,-0.05636,0.7851,0.9994
7535,C17orf98,0.1909,0.6058,0.9994
7536,RPL23,-0.41,0.118,0.9994
7537,SNORA21,-0.0814,0.8353,0.9994
7538,LASP1,-0.1322,0.4164,0.9994
7539,LOC100505576,0.5301,0.1479,0.9994
7540,LOC100131347,-0.01254,0.9738,0.9994
7541,PLXDC1,-0.5917,0.1156,0.9994
7542,ARL5C,-0.03837,0.9141,0.9994
7543,CACNB1,0.3399,0.2039,0.9994
7544,RPL19,-0.3508,0.1676,0.9994
7545,STAC2,0.2755,0.2876,0.9994
7546,FBXL20,-0.03123,0.8876,0.9994
7547,MED1,0.1201,0.5904,0.9994
7548,CDK12,0.01439,0.9126,0.9994
7549,NEUROD2,0.2931,0.4538,0.9994
7550,PPP1R1B,-0.04762,0.9034,0.9994
7551,STARD3,-0.03631,0.8387,0.9994
7552,TCAP,0.05202,0.8899,0.9994
7553,PNMT,-0.07503,0.8389,0.9994
7554,PGAP3,-0.1005,0.7869,0.9994
7555,ERBB2,-0.07118,0.8389,0.9994
7556,MIEN1,0.008221,0.9596,0.9994
7557,ORMDL3,0.05109,0.7877,0.9994
7558,LRRC3C,-0.3057,0.4281,0.9994
7559,PSMD3,0.02783,0.8742,0.9994
7560,MED24,-0.05021,0.7794,0.9994
7561,SNORD124,-0.2636,0.4531,0.9994
7562,THRA,0.1888,0.547,0.9994
7563,NR1D1,-0.2659,0.495,0.9994
7564,MSL1,-0.06069,0.8498,0.9994
7565,CASC3,0.03183,0.8978,0.9994
7566,RAPGEFL1,0.2988,0.1895,0.9994
7567,WIPF2,-0.03622,0.8098,0.9994
7568,CDC6,-0.1285,0.7396,0.9994
7569,RARA,-0.05106,0.8803,0.9994
7570,GJD3,-0.09925,0.766,0.9994
7571,CCR7,0.1463,0.7064,0.9994
7572,SMARCE1,-0.1082,0.5209,0.9994
7573,KRT222,0.1438,0.7138,0.9994
7574,KRT10,-0.07216,0.7917,0.9994
7575,TMEM99,0.0929,0.7084,0.9994
7576,KRT23,0.4593,0.2205,0.9994
7577,EIF1,-0.1371,0.6934,0.9994
7578,JUP,-0.1621,0.26,0.9994
7579,NT5C3L,-0.2392,0.3204,0.9994
7580,KLHL10,-0.09795,0.8023,0.9994
7581,ACLY,0.08022,0.4558,0.9994
7582,TTC25,0.1907,0.5937,0.9994
7583,CNP,0.06906,0.7927,0.9994
7584,NKIRAS2,0.02011,0.868,0.9994
7585,ZNF385C,-0.1859,0.5536,0.9994
7586,DHX58,-0.112,0.7571,0.9994
7587,KAT2A,-0.07677,0.8272,0.9994
7588,HSPB9,-0.06643,0.8655,0.9994
7589,RAB5C,-0.0352,0.8486,0.9994
7590,HCRT,0.2229,0.5628,0.9994
7591,GHDC,-0.1394,0.3519,0.9994
7592,STAT5B,-0.00698,0.9794,0.9994
7593,STAT3,-0.3527,0.2267,0.9994
7594,ATP6V0A1,0.1499,0.6367,0.9994
7595,NAGLU,-0.1819,0.4593,0.9994
7596,HSD17B1,0.2201,0.2234,0.9994
7597,COASY,0.01607,0.9435,0.9994
7598,MLX,0.04439,0.8093,0.9994
7599,PSMC3IP,-0.004786,0.9815,0.9994
7600,FAM134C,-0.04348,0.8121,0.9994
7601,TUBG1,-0.07648,0.5739,0.9994
7602,TUBG2,-0.1208,0.6961,0.9994
7603,CCR10,-0.4113,0.2097,0.9994
7604,CNTNAP1,-0.2269,0.486,0.9994
7605,EZH1,0.03437,0.9209,0.9994
7606,LOC100190938,0.02913,0.905,0.9994
7607,RAMP2,-0.1634,0.5646,0.9994
7608,VPS25,0.05364,0.8014,0.9994
7609,WNK4,-0.1891,0.553,0.9994
7610,CCDC56,0.1541,0.5606,0.9994
7611,CNTD1,0.2099,0.4403,0.9994
7612,BECN1,0.002986,0.9867,0.9994
7613,AOC2,-0.09081,0.8155,0.9994
7614,AOC3,-0.1178,0.7615,0.9994
7615,AARSD1,-0.05552,0.7765,0.9994
7616,RUNDC1,0.2182,0.3408,0.9994
7617,RPL27,-0.3099,0.186,0.9994
7618,IFI35,-0.1885,0.5874,0.9994
7619,VAT1,-0.2605,0.3053,0.9994
7620,RND2,0.0148,0.9417,0.9994
7621,BRCA1,-0.1562,0.6827,0.9994
7622,NBR2,-0.2141,0.442,0.9994
7623,NBR1,-0.05463,0.7721,0.9994
7624,TMEM106A,-0.5338,0.109,0.9994
7625,LOC100130581,-0.4089,0.1578,0.9994
7626,ARL4D,0.1539,0.6594,0.9994
7627,DHX8,0.08067,0.6143,0.9994
7628,ETV4,0.4469,0.1674,0.9994
7629,SOST,-0.4382,0.2186,0.9994
7630,DUSP3,0.04701,0.8436,0.9994
7631,MPP3,0.2044,0.5528,0.9994
7632,CD300LG,0.1306,0.7014,0.9994
7633,PYY,-0.356,0.361,0.9994
7634,NAGS,-0.0734,0.8186,0.9994
7635,TMEM101,-0.1854,0.3949,0.9994
7636,G6PC3,-0.02788,0.8839,0.9994
7637,HDAC5,0.08524,0.8011,0.9994
7638,C17orf53,-0.1548,0.5939,0.9994
7639,ASB16,-0.1245,0.6654,0.9994
7640,C17orf65,0.06783,0.7734,0.9994
7641,TMUB2,0.04021,0.743,0.9994
7642,UBTF,0.009395,0.9724,0.9994
7643,SLC4A1,0.0604,0.8774,0.9994
7644,RUNDC3A,0.1589,0.6569,0.9994
7645,SLC25A39,-0.2184,0.1563,0.9994
7646,GRN,-0.2421,0.3915,0.9994
7647,FAM171A2,0.1095,0.5971,0.9994
7648,ITGA2B,-0.2772,0.4741,0.9994
7649,GPATCH8,-0.03126,0.8819,0.9994
7650,FZD2,-0.3386,0.1948,0.9994
7651,C17orf104,-0.07236,0.8349,0.9994
7652,CCDC43,-0.0339,0.7859,0.9994
7653,DBF4B,-0.1946,0.403,0.9994
7654,ADAM11,0.0322,0.9263,0.9994
7655,GJC1,-0.1674,0.4331,0.9994
7656,HIGD1B,-0.1381,0.7246,0.9994
7657,EFTUD2,-0.3341,0.1819,0.9994
7658,CCDC103,0.1406,0.7196,0.9994
7659,DCAKD,-0.07431,0.5242,0.9994
7660,NMT1,0.032,0.8686,0.9994
7661,PLCD3,-0.3907,0.126,0.9994
7662,ACBD4,-0.01403,0.9644,0.9994
7663,HEXIM1,-0.1471,0.3776,0.9994
7664,HEXIM2,0.2256,0.1915,0.9994
7665,LOC100133991,0.4128,0.1531,0.9994
7666,MAP3K14,0.02319,0.8878,0.9994
7667,ARHGAP27,0.3082,0.333,0.9994
7668,LRRC37A4,-0.404,0.2436,0.9994
7669,LOC644172,0.07311,0.7756,0.9994
7670,CRHR1,0.3862,0.3248,0.9994
7671,MGC57346,0.1902,0.3046,0.9994
7672,C17orf69,0.09151,0.6621,0.9994
7673,MAPT-AS1,0.2712,0.4731,0.9994
7674,SPPL2C,0.3743,0.3387,0.9994
7675,MAPT,0.402,0.1844,0.9994
7676,MAPT-IT1,0.3044,0.39,0.9994
7677,KANSL1,-0.03726,0.8897,0.9994
7678,ARL17A,0.08583,0.8249,0.9994
7679,LRRC37A2,0.02231,0.9516,0.9994
7680,WNT3,-0.09804,0.7886,0.9994
7681,WNT9B,-0.1678,0.6296,0.9994
7682,GOSR2,-0.02434,0.8996,0.9994
7683,RPRML,0.319,0.4083,0.9994
7684,CDC27,-0.1923,0.1387,0.9994
7685,ITGB3,-0.5065,0.1611,0.9994
7686,C17orf57,-0.1274,0.6119,0.9994
7687,MRPL45P2,0.02645,0.9425,0.9994
7688,NPEPPS,-0.09791,0.4415,0.9994
7689,KPNB1,-0.2208,0.2238,0.9994
7690,TBKBP1,-0.1046,0.7072,0.9994
7691,OSBPL7,-0.151,0.6555,0.9994
7692,MRPL10,-0.06852,0.7844,0.9994
7693,LRRC46,0.4121,0.2829,0.9994
7694,SCRN2,-0.1789,0.4723,0.9994
7695,SP2,0.04061,0.7055,0.9994
7696,PNPO,-0.06101,0.7908,0.9994
7697,CDK5RAP3,-0.1431,0.625,0.9994
7698,NFE2L1,-0.1537,0.3534,0.9994
7699,CBX1,0.05808,0.6153,0.9994
7700,SNX11,0.1394,0.4215,0.9994
7701,SKAP1,-0.05441,0.8607,0.9994
7702,HOXB2,0.06126,0.8508,0.9994
7703,HOXB3,0.2153,0.3659,0.9994
7704,HOXB4,0.2826,0.3198,0.9994
7705,MIR10A,-0.1712,0.6585,0.9994
7706,HOXB-AS3,-0.02308,0.9369,0.9994
7707,HOXB5,0.111,0.7591,0.9994
7708,HOXB6,0.3703,0.2289,0.9994
7709,HOXB7,0.3076,0.2209,0.9994
7710,HOXB8,0.2721,0.347,0.9994
7711,HOXB9,0.1678,0.6083,0.9994
7712,TTLL6,-0.09517,0.8083,0.9994
7713,ATP5G1,0.1478,0.5379,0.9994
7714,UBE2Z,-0.09148,0.4622,0.9994
7715,SNF8,-0.007774,0.9754,0.9994
7716,IGF2BP1,-0.1228,0.6296,0.9994
7717,ZNF652,0.1076,0.6866,0.9994
7718,PHB,-0.08866,0.7022,0.9994
7719,NGFR,-0.1606,0.6814,0.9994
7720,NXPH3,0.2207,0.5439,0.9994
7721,SPOP,0.1058,0.322,0.9994
7722,SLC35B1,0.0219,0.8921,0.9994
7723,KAT7,-0.0869,0.6945,0.9994
7724,FLJ45513,-0.1199,0.7223,0.9994
7725,LOC284080,0.2082,0.5949,0.9994
7726,ITGA3,-0.1813,0.5474,0.9994
7727,PDK2,-0.07185,0.7843,0.9994
7728,PPP1R9B,0.1657,0.422,0.9994
7729,TMEM92,-0.5436,0.1181,0.9994
7730,XYLT2,-0.3209,0.2302,0.9994
7731,MRPL27,-0.02183,0.9168,0.9994
7732,EME1,-0.4207,0.2029,0.9994
7733,LRRC59,0.03751,0.8391,0.9994
7734,CHAD,-0.4713,0.2264,0.9994
7735,RSAD1,-0.02569,0.9262,0.9994
7736,MYCBPAP,-0.02688,0.9453,0.9994
7737,EPN3,-0.01739,0.9608,0.9994
7738,SPATA20,-0.1632,0.5921,0.9994
7739,LOC253962,-0.01191,0.9752,0.9994
7740,CACNA1G,0.02051,0.9557,0.9994
7741,ABCC3,-0.1283,0.7413,0.9994
7742,ANKRD40,-0.218,0.2227,0.9994
7743,LUC7L3,-0.09684,0.7983,0.9994
7744,WFIKKN2,-0.04743,0.9019,0.9994
7745,TOB1,0.1066,0.6266,0.9994
7746,LOC400604,0.3306,0.2189,0.9994
7747,SPAG9,0.142,0.5077,0.9994
7748,NME1,-0.05692,0.8126,0.9994
7749,NME2,-0.2227,0.3162,0.9994
7750,MBTD1,0.1645,0.5177,0.9994
7751,UTP18,0.2492,0.2232,0.9994
7752,CA10,0.2064,0.5696,0.9994
7753,TOM1L1,-0.3155,0.3672,0.9994
7754,COX11,0.03138,0.8344,0.9994
7755,STXBP4,-0.1004,0.6347,0.9994
7756,HLF,-0.1716,0.6561,0.9994
7757,MMD,-0.06131,0.7893,0.9994
7758,PCTP,-0.3257,0.2363,0.9994
7759,ANKFN1,0.3095,0.3432,0.9994
7760,NOG,-0.3953,0.2453,0.9994
7761,C17orf67,-0.1318,0.7329,0.9994
7762,DGKE,0.1072,0.7147,0.9994
7763,TRIM25,-0.4506,0.1818,0.9994
7764,RNF126P1,0.06398,0.8159,0.9994
7765,AKAP1,0.1109,0.6589,0.9994
7766,MSI2,-0.0794,0.7283,0.9994
7767,MRPS23,0.1566,0.4476,0.9994
7768,VEZF1,0.03055,0.8376,0.9994
7769,SRSF1,-0.08366,0.6198,0.9994
7770,DYNLL2,0.2026,0.3208,0.9994
7771,EPX,0.3365,0.2268,0.9994
7772,MKS1,-0.04076,0.8257,0.9994
7773,LPO,0.4518,0.2423,0.9994
7774,BZRAP1,0.343,0.2333,0.9994
7775,LOC100506779,0.3127,0.176,0.9994
7776,SUPT4H1,0.0224,0.9106,0.9994
7777,MTMR4,0.07172,0.8,0.9994
7778,SEPT4,0.1594,0.6056,0.9994
7779,TEX14,0.151,0.6106,0.9994
7780,RAD51C,0.09271,0.6755,0.9994
7781,PPM1E,0.2523,0.2917,0.9994
7782,SKA2,0.1429,0.4207,0.9994
7783,PRR11,-0.3226,0.118,0.9994
7784,SMG8,0.1832,0.3238,0.9994
7785,DHX40,0.05524,0.8376,0.9994
7786,CLTC,-0.05569,0.5501,0.9994
7787,PTRH2,0.1412,0.3606,0.9994
7788,VMP1,0.07522,0.7408,0.9994
7789,MIR21,0.0772,0.8418,0.9994
7790,TUBD1,0.1558,0.3342,0.9994
7791,RPS6KB1,-0.007767,0.9632,0.9994
7792,RNFT1,-0.4,0.1267,0.9994
7793,MIR4737,-0.01148,0.9762,0.9994
7794,HEATR6,-0.06797,0.5328,0.9994
7795,LOC645638,0.1527,0.6956,0.9994
7796,CA4,-0.2245,0.5641,0.9994
7797,USP32,0.09368,0.3514,0.9994
7798,PPM1D,-0.1292,0.3014,0.9994
7799,BCAS3,-0.08527,0.5717,0.9994
7800,C17orf82,-0.1756,0.6448,0.9994
7801,NACA2,-0.3141,0.2431,0.9994
7802,BRIP1,-0.2776,0.479,0.9994
7803,INTS2,0.05862,0.6275,0.9994
7804,MED13,0.1046,0.4951,0.9994
7805,METTL2A,0.1997,0.2685,0.9994
7806,TLK2,0.0808,0.4843,0.9994
7807,MARCH10,0.3476,0.3656,0.9994
7808,TANC2,0.192,0.3956,0.9994
7809,CYB561,0.06574,0.8543,0.9994
7810,ACE,0.04761,0.8863,0.9994
7811,KCNH6,0.2527,0.4901,0.9994
7812,DCAF7,0.0562,0.7983,0.9994
7813,TACO1,0.08938,0.7626,0.9994
7814,MAP3K3,-0.2659,0.3472,0.9994
7815,LIMD2,0.1564,0.5161,0.9994
7816,LOC729683,0.3453,0.2778,0.9994
7817,STRADA,0.1405,0.3568,0.9994
7818,CCDC47,-0.04839,0.814,0.9994
7819,DDX42,0.09628,0.3012,0.9994
7820,FTSJ3,-0.1983,0.4345,0.9994
7821,PSMC5,0.07712,0.7366,0.9994
7822,SCN4A,-0.2218,0.5705,0.9994
7823,C17orf72,0.2546,0.5162,0.9994
7824,ERN1,-0.3429,0.1998,0.9994
7825,SNORD104,-0.2373,0.5358,0.9994
7826,TEX2,0.06663,0.7647,0.9994
7827,POLG2,-0.1172,0.6791,0.9994
7828,DDX5,0.07973,0.6331,0.9994
7829,MIR3064,-0.1373,0.7254,0.9994
7830,MIR5047,-0.1776,0.6491,0.9994
7831,CEP95,-0.07874,0.8004,0.9994
7832,SMURF2,-0.09649,0.3892,0.9994
7833,LOC146880,-0.04609,0.8702,0.9994
7834,PLEKHM1P,-0.003212,0.9907,0.9994
7835,LRRC37A3,0.09913,0.6861,0.9994
7836,AMZ2P1,0.05842,0.6784,0.9994
7837,GNA13,-0.2756,0.2374,0.9994
7838,RGS9,-0.06278,0.8405,0.9994
7839,AXIN2,-0.2103,0.3938,0.9994
7840,PRKCA,-0.03773,0.8775,0.9994
7841,CACNG5,-0.2966,0.4434,0.9994
7842,CACNG4,0.2498,0.1575,0.9994
7843,CACNG1,0.2877,0.4326,0.9994
7844,HELZ,-0.01869,0.9246,0.9994
7845,PSMD12,0.09084,0.5265,0.9994
7846,NOL11,0.1501,0.3817,0.9994
7847,BPTF,-0.0382,0.8546,0.9994
7848,C17orf58,0.03877,0.7927,0.9994
7849,LOC100499466,-0.08964,0.5562,0.9994
7850,LOC440461,-0.2494,0.5248,0.9994
7851,AMZ2,0.01276,0.9239,0.9994
7852,ARSG,-0.4325,0.1104,0.9994
7853,SLC16A6,-0.04533,0.8956,0.9994
7854,MIR635,-0.3942,0.3133,0.9994
7855,PRKAR1A,-0.007576,0.9599,0.9994
7856,FAM20A,-0.5234,0.1805,0.9994
7857,ABCA8,0.3184,0.4002,0.9994
7858,ABCA9,-0.4185,0.2831,0.9994
7859,ABCA10,-0.1126,0.7738,0.9994
7860,ABCA5,0.0807,0.7803,0.9994
7861,MAP2K6,-0.2699,0.2499,0.9994
7862,KCNJ16,0.3542,0.3375,0.9994
7863,KCNJ2-AS1,0.153,0.5838,0.9994
7864,KCNJ2,0.04723,0.8779,0.9994
7865,SOX9,-0.1137,0.5348,0.9994
7866,LOC100499467,0.02275,0.8966,0.9994
7867,LINC00511,0.08188,0.8315,0.9994
7868,SLC39A11,-0.3699,0.2419,0.9994
7869,COG1,0.06249,0.8092,0.9994
7870,FAM104A,0.1254,0.3768,0.9994
7871,C17orf80,0.1448,0.4936,0.9994
7872,CPSF4L,0.05349,0.8901,0.9994
7873,CDC42EP4,-0.2052,0.2353,0.9994
7874,SDK2,-0.1379,0.4727,0.9994
7875,RPL38,-0.2762,0.244,0.9994
7876,MGC16275,-0.1191,0.6154,0.9994
7877,TTYH2,-0.1483,0.5204,0.9994
7878,DNAI2,0.1056,0.7865,0.9994
7879,BTBD17,0.02353,0.9495,0.9994
7880,GPRC5C,-0.252,0.4276,0.9994
7881,CD300A,-0.3589,0.3442,0.9994
7882,CD300C,0.4471,0.2503,0.9994
7883,C17orf77,-0.1925,0.5146,0.9994
7884,CD300E,-0.1432,0.6788,0.9994
7885,SLC9A3R1,-0.5844,0.1174,0.9994
7886,NAT9,-0.04156,0.8935,0.9994
7887,TMEM104,-0.02507,0.8726,0.9994
7888,FDXR,-0.2796,0.4085,0.9994
7889,FADS6,-0.3147,0.4017,0.9994
7890,USH1G,0.1038,0.7891,0.9994
7891,C17orf28,0.301,0.3083,0.9994
7892,CDR2L,0.1981,0.3095,0.9994
7893,ICT1,0.1473,0.3664,0.9994
7894,ATP5H,0.09764,0.6263,0.9994
7895,KCTD2,0.1976,0.3096,0.9994
7896,ARMC7,0.1303,0.6669,0.9994
7897,NT5C,-0.05944,0.7244,0.9994
7898,HN1,0.1916,0.4931,0.9994
7899,SUMO2,-0.1433,0.4551,0.9994
7900,NUP85,-0.1494,0.5822,0.9994
7901,GGA3,0.04601,0.8428,0.9994
7902,MRPS7,0.2908,0.1992,0.9994
7903,MIF4GD,-0.02569,0.9059,0.9994
7904,LOC100287042,0.04943,0.8652,0.9994
7905,SLC25A19,-0.09408,0.7534,0.9994
7906,GRB2,0.102,0.5161,0.9994
7907,KIAA0195,-0.02228,0.8916,0.9994
7908,CASKIN2,0.1569,0.3357,0.9994
7909,TSEN54,-0.1219,0.4891,0.9994
7910,LLGL2,-0.3457,0.3611,0.9994
7911,MYO15B,0.06372,0.8656,0.9994
7912,RECQL5,-0.016,0.9365,0.9994
7913,C17orf109,0.09375,0.8037,0.9994
